107216,100940
76760,76866
98717,98722
77617,20010
91185,33852
49446,47069
85272,85589
95429,94858
44395,12622
51957,59337
79521,71745
53809,52912
71269,5595
57269,45866
82439,82336
78792,20958
54542,48201
53063,52854
66872,65879
54923,52803
67623,67633
87657,69168
89239,20530
56168,47763
68170,67999
105956,105917
96902,71966
111223,24166
60216,59149
52407,52008
103565,101467
65240,60813
72293,71837
93472,92362
88143,80038
64859,3352
92395,27498
63038,62970
110566,100840
87260,48664
49575,49438
111919,111496
102752,102498
41702,43244
53331,60858
104848,104591
89864,89766
65303,32592
113635,47816
69540,69378
73171,56644
104770,104766
79508,75141
104817,104714
76982,71318
89355,74782
95103,90104
89325,89318
101977,101878
96733,95984
59982,15604
90908,96837
68547,68494
82624,29951
112010,110832
88007,12448
107899,106981
76808,76708
93294,67739
98593,12448
100407,92312
77646,37315
84634,84635
80514,80601
95980,66971
107347,76548
73756,35901
69414,52981
61176,60247
88961,88792
47630,47240
69399,4164
84813,81898
47839,9285
62169,62164
84710,82534
56556,56371
56374,55934
78868,23757
89442,71425
87690,33720
94753,94725
99422,99466
100325,89038
113446,111652
71339,70859
43629,43150
55900,47883
72845,35901
48644,47916
70529,70114
57898,57851
103637,75561
103618,496
71903,71823
51218,50597
99134,99142
87524,83028
113527,112621
80803,80732
97672,10546
62263,62179
87673,83209
71625,43951
60626,59780
55444,54544
92372,92373
55633,55624
44279,13612
86878,86858
76581,76514
54073,52566
99703,85310
63507,63448
73581,78319
71737,70331
67951,41085
42546,41860
101470,101368
63774,63773
58121,58106
66050,54097
94672,95026
74848,74213
100651,100151
58181,57594
58530,56391
94196,93493
86549,63068
57061,39084
108723,108759
45865,670
86812,70283
41726,40941
71149,59363
111969,111968
56571,48480
48545,41186
63330,62991
101531,100805
62198,43244
53085,34968
61327,60776
92532,92417
85314,10266
41224,40557
65285,2809
62942,55253
52606,79130
54717,53597
41549,41060
109753,109260
71711,61426
98641,98637
93086,92721
69250,65816
78214,71461
48053,45362
101939,101181
98327,97308
60481,60159
53154,17691
63203,62970
78490,2743
68126,68691
51438,13120
100171,99881
44062,22346
107071,34525
43654,14909
102502,97808
75399,75401
85558,81898
83114,64526
47406,10759
86172,64955
105698,105503
108498,57045
86550,84572
73702,63534
87144,86924
103773,12080
62824,60966
70875,68346
77821,76031
64988,36314664
45188,16478
110628,107997
86874,75209
74157,63737
47362,47310
49256,2743
99292,111474
51930,10026
63581,28025
54983,52803
88822,70966
91959,91125
110577,83423
45539,38163
105090,88491
61014,60585
76235,71966
113407,106001
72126,72139
41537,22832
42075,16488
92336,65815
60772,56644
84834,84227
50584,70033
52620,52601
46986,46092
74267,74183
84931,84940
84263,84201
101629,96407
83018,3
71311,70557
100316,99895
99884,21919
55754,55731
74733,74732
73036,68741
95533,37500
102316,101946
113455,112373
111448,105446
58332,1800
70390,49612
87865,87864
108412,108355
58368,53868
86049,85769
88888,74782
42121,22388
72142,60900
104132,104065
41076,40531
99738,30874
48182,48193
56397,54248
52431,52542
56303,51917
47410,43459
104042,519
69981,26729
94900,93964
107724,106321
41813,41156
44730,44726
43224,36991
63900,63406
104670,104603
89135,89086
48337,34026
100912,100797
85511,85510
85902,84226
83427,21655
110093,84136
45725,43169
44089,19400
89286,20599
87548,87376
47037,20876
102348,102920
73275,35164
63040,50834
59705,7570
89650,13953
52435,51983
48030,48000
62909,57694
108701,108579
74942,68880
97878,97681
48507,48442
70992,68782
84583,84597
81960,23991
49769,49173
62492,33983
79155,78788
41977,41060
108004,74886
80769,50836
56439,44041
87326,85919
110945,40607
46337,11663
52410,52000
106342,106341
53668,50165
54434,5366
42223,17476
54443,54386
42497,40109
57554,43459
95681,94498
69473,67273
69935,66404
98335,98746
62056,62030
47529,33933
111870,111737
106435,106798
41775,3220
49287,43212
68254,25852
94866,94822
73989,74126
56476,56430
100229,35593
110662,67806
112157,106790
104753,96041
101338,101272
102651,100940
81622,75907
104252,85310
77043,69903
80132,71966
109501,92773
71010,43722
84277,13960
52422,52542
70640,70646
58068,24884
112823,112391
75470,48321
66339,66238
95914,95701
113526,113491
90169,43819
108879,30874
45931,45770
63406,23902
49718,49193
111064,50840
103568,102975
109267,108292
62016,25887
110197,110196
66544,66296
76791,76851
82347,82317
111679,73879
61493,10565
42509,27152
65078,58204
110035,108561
63872,37162
83093,73515
86748,10546
100305,30191
58093,57982
65784,65241
54706,53597
44613,40416
95210,94928
59375,59212
41013,12033
63274,49342
67190,5305
78572,27536
50571,32402
52614,13960
89089,55585
93546,86260
111956,107104
63945,63100
92946,92401
76059,75966
